name,condition,rating,cost,url
Dell AMD Radeon C906 R7 450 4GB GDDR5 Video Graphics Card,Excellent - Refurbished · AMD · 4 GB,5.0 out of 5 stars.,$23.89,https://www.ebay.com/itm/185824537154?epid=16016496767&itmmeta=01HZ5T17JCS69ZGQEPED88YJM7&hash=item2b44016a42:g:448AAOSwlnBkGyKz&itmprp=enc%3AAQAJAAAA4LWSpxwAP4vBiNZrCwzlFdZXJwHRiSOyTGO8kwcu%2FFoL0I9DrJm24OMwo2eDUf%2FIoLz89O6yaMutPtPLJbd%2B5OipHAYALXXT7CzEzng9eMEW8ww%2FsATBtul2M3%2BzorEojhqVZX6ghp5FpRyrbbqfekqJ%2BfwLqYRGDVqvaC3T9rSwTMyX5sBVREyAW5PUCZ8mUGnDUY5bONFcTe5XWmUySxo%2F508XEV4l7NNPBADnxlfLUnIIxty1rBq0UdCBsKnp9IkZ4uO9sPUmzp%2Bka%2BYC%2FbhEfLnjt51Ws0tuS5eHKreD%7Ctkp%3ABk9SR6T5hLr5Yw
AMD Radeon VII 7 16GB Graphics Car,Parts Only · AMD · 16 GB,,$159.98,https://www.ebay.com/itm/126506779597?itmmeta=01HZ5T17JC9ZJD21CQF9PT2G7R&hash=item1d746443cd:g:AGcAAOSwwB5mWKH3&itmprp=enc%3AAQAJAAAAwDRSa1uIzbD0j3lV2O%2FPTvdX%2BtWTiZSvsCkOwok9mfvCKtwktoiv7Bw%2Bo59FHzLKE6tBxbLuHvCOV1qjy2Z%2Fi1UAfGhnL%2BhHUalAjGwjzRb1Cef6iw3TukqT6NimGLtrr%2FaWgfn4fXGA%2FqTKw%2BXT%2FOKpfFUUAhQdpav0tiUZ3mu5APcVpP5J1ko1Ii0xxkva%2Fgtfm1wA2B5YGKUedF1M4Svh6MJYdgkAvnNv4GKvDe4N%2BFjo5%2FaiRhgi8WF69ot%2F5Q%3D%3D%7Ctkp%3ABk9SR6T5hLr5Yw
ASUS NVIDIA GeForce GTX 770 2GB DDR5 Graphics Card GTX770-DC2OC-2GD5,Pre-Owned · ASUS · NVIDIA GeForce GTX 770 · 2 GB,,$19.99,https://www.ebay.com/itm/135080004413?itmmeta=01HZ5T17JCA38X6ZVEAZP1V8BV&hash=item1f73654b3d:g:uSAAAOSwk2RltVhM&itmprp=enc%3AAQAJAAAA4DLWjYwIgX6xd63n5sQwTb729hmhwhiy%2FJw5ULEOIU%2BQZrY%2BAbix5depgn0rTc2cV0tCH8SKddW77wwodhzi588BMgqp0n7lJ8JKkchA%2BPXlh99BOMrljiVcqfu4JBIXRFqLIe3G9ouFPBGYQu8Vpv0ykT53h%2ByX12kXwgBtlm7x5ks5vq9fqVvwzVJnoKfU4k8CLTwCuuVkyOkFVXlR9f3TtjnmZurNpppt4LkEiRk8SYGqYs%2BTwCJPRjbLsU%2Fj%2BsvRoJK9oAATwoPquj%2FkEnurtT4d6EPcfXzve1GxYrvm%7Ctkp%3ABk9SR6T5hLr5Yw
EVGA NVIDIA GeForce GTX 590 Classified (03G-P3-1598-AR) 3 GB GDDR5 SDRAM,Pre-Owned · EVGA · NVIDIA GeForce GTX 590 · 3 GB,4.5 out of 5 stars.,$198.00,https://www.ebay.com/itm/256464625715?epid=109585772&itmmeta=01HZ5T17JCGAHHF2Z3JNX0F0WE&hash=item3bb67ba033:g:7oQAAOSw7ARmCe9a&itmprp=enc%3AAQAJAAAA4FB2IqmZNpHNHJiPA52mc5PzE6%2BFwiUgk4QE5BRQgyKAb0KGs5NrCS4zf6cysR3RocGT2hqOXGOmLIOutT%2FIPJmMv4ac5nASdcN4VLTUZzsphC5XL%2F2uh--Z4E4KTEGsjT4rws8N4Ww1SB0UQMDS0Ii7i%2F34VLpUJwfJp6kVG4QSu8HPuiJpbdTh0PS1nHK5O4YYLnYQi%2B3gIYy4kEWcP%2BwPe4e8h95uO6izkSxr%2Fc5GUxkYGCZs1gZP5DASOChOvta%2FErDWVtra1fLxPZ4lYsbsOqYYcMbG%2Bc108Y7xtgwT%7Ctkp%3ABk9SR6T5hLr5Yw
"Lenovo IdeaPad Y510p 15.6"" Genuine GT755 2GB Removable Graphics Card GT755M5",Pre-Owned · Lenovo · 2 GB,,$49.99,https://www.ebay.com/itm/145735391160?itmmeta=01HZ5T17JCZAXA4ERKE5KD620V&hash=item21ee8197b8:g:UtMAAOSw8Cpl8eju&itmprp=enc%3AAQAJAAAAwMqlqj%2BAgzD4FdccYK%2BlL6XrZdQp73nh%2FCMNcawvzN1f%2FSF1lI0wvQSyLmo6AC436fUZK6opo89tvy1v8LOwhVR4jO9Zjrhnpak3%2BuDiiI2c78j%2BKHHSyUJqCffkymm3ThrSACknCoBqnwAIwWWRiAdtDY5U8oS64hhiD5%2FUEcpTasUN5swX1Ouqxiv7YcsodsvtGpGQidqCSYwwj9clzn%2FG7f2T%2FhGo3Ef48tynW%2Fa1F1vrANNJ3Ue8CWXwkS9t9g%3D%3D%7Ctkp%3ABk9SR6T5hLr5Yw
TESLA M40 Dell Nvidia Tesla M40 12GB GPU Accelerator GDDR5 Graphics Card ,Pre-Owned · Dell,,$42.99,https://www.ebay.com/itm/185181438790?itmmeta=01HZ5T17JCJT14VS6VC55GE73Q&hash=item2b1dac8346:g:Z-cAAOSwXk5lFdIW&itmprp=enc%3AAQAJAAAAwJQjApCZKABEguulfSmMQnyaIFjzU9J%2Fea3wJvTgIb1k%2FV3NS%2FzHJn4mprSs2t3GZu0ujN8e32y4IysTRTubd6jC4DiKGz9x2xNpVw3I6kFYoJtgjNCeVEkzaNvtvkkFoPwrLq3iOVNHYOlTdoorkbVavz64yiJjotghzQ9VrTvv3LKpBRg0pnNdWn9Ma2h5EFdZXNwhMjhvh6%2FDLLVt6diXxGAfyGigfrPQnrA2c2tgirRan8VWRAdkQdDQlxKzCQ%3D%3D%7Ctkp%3ABk9SR6T5hLr5Yw
ASUS ROG Strix GeForce RTX 3090 OC 24GB GDDR6X Graphics Card,Pre-Owned · ASUS · NVIDIA GeForce RTX 3090 · 24 GB,4.5 out of 5 stars.,$749.99,https://www.ebay.com/itm/326136373243?epid=28041884861&itmmeta=01HZ5T17JCE0N23V7M9E330G9K&hash=item4bef3e1ffb:g:R24AAOSwVxhmMkfC&itmprp=enc%3AAQAJAAAA4LcwggGz5JSzpVPsSBo8gVieWV8XUQMVg06Q0XN86B0aQ993QdzCo2JhVt0Ovev7BXWttyH9PUktkIW9eOCNiQ54unTIN%2BwgM77FEppkE6oQOxg83yepUB9DpujEHEJw%2Fe9bp2erhvf3GNbdBDNPROr5wigcbYx6zlo%2BQrQpEp8vFSqjG2sKQdzT5wKg10sb6vukSbUZRFTP5KbAtSsEJNWewrkIaZ2UFvVqcY1ez8F%2FpM5n8%2B66KlZG5imvtzVjTugZyi435e9g7x15ZIXUgQCOuGtG5HtRzwtUWVyR31hz%7Ctkp%3ABk9SR6T5hLr5Yw
"AMD Radeon HD 7870 2GB GDDR5 Graphics Card - HDMI, DVI, DisplayPort",Excellent - Refurbished · AMD · AMD Radeon HD 7870 · 2 GB,,$34.99,https://www.ebay.com/itm/186416582051?itmmeta=01HZ5T17JC06FAFR8NVFAQ172B&hash=item2b674b4da3:g:Jo8AAOSwjCRmK-nW&itmprp=enc%3AAQAJAAAAwMmhVWkLWJnP3%2FfPGV2rH40osQJSs8QR0oENZVutNSQTknUFQgG2pHEzQIUMa3Q7JyPiPIBHdUruHxvVRqSNjIQJlf529ofk6dCkqxjbIy22vThwwaf1Rkyg%2FKoraxQFz0PrTGEXHctC7oG48kqDUtdIl6bt3NoNAp5ue0%2BIs6AdYVWcmIyADemEWKSo2JNkfgVZoLSlJ81gINbqPpqKgv%2BjrrUTciAoyTS%2F5Tfo5B8xBPJ2UkNh10blbbXmPm%2FQfA%3D%3D%7Ctkp%3ABk9SR6T5hLr5Yw
ZOTAC GeForce GTX 1080-Ti Amp! Ext,Pre-Owned · ZOTAC · NVIDIA GeForce GTX 1080 Ti · 11GB,5.0 out of 5 stars.,$149.99,https://www.ebay.com/itm/405007576878?epid=9032156412&itmmeta=01HZ5T17JCRV67HR45EKQ1BQCB&hash=item5e4c552f2e:g:jlsAAOSw9KlmWNq8&itmprp=enc%3AAQAJAAAA4PKaV7TOgUZv59hoW5lh%2Bs8crjI6fec6LWpOfWws2%2FH73fZ4T%2F9VYPmeoIL6T1q7pLDPpDRtzQ%2F7H%2FXW5VYUhhYQHynT4p8profq8UabPOBg0r3Nn2lc2Cv6G7zT0CYnCMOvV1Q98SjJOnz7zclgUjb6cJbBAV2dWErXUve66o1lKzZLRPbTlLMh0R0Po%2F6iqcj1nS4akN2tL7WgYjtf6AAfQDG9SfDLWfPUG%2BGLHmE0U0wrZJwB%2F%2BXAaxJxKDBBMV2ifVUT60uRbQSc9TpZBFBMIqrKf5pZtOMzYlZLMbNM%7Ctkp%3ABk9SR6T5hLr5Yw
AMD Radeon Pro VII 16 GB Graphics Card,Open Box · AMD · AMD Radeon Pro V · 16 GB,,$450.00,https://www.ebay.com/itm/204666947933?epid=23042451226&itmmeta=01HZ5T17JC1QHZH40STSH4Q6Y9&hash=item2fa719c95d:g:YRgAAOSwiO9kzqYt&itmprp=enc%3AAQAJAAAA4C1lEDiwf92kc8lvmwZsokO3DrOtLEoR7a5xEeA79JW2y1o9JU%2B40S0F7Q0jZ4AeW2SiqDIT8elxm4gHM8GmCOY48LFsf2fHZG%2BpZNsvGKNcHWefGJWKjp1xj%2BPg6C4UQFCVjkuf5KN6Mk7ewUVHvCxp1JrdK0p9kGJ50EyybzVcpOlRZJ%2B%2BZ1E%2BjYXrPyWI1L%2F5nRVIMjXOfSFyTipXluZsAiyyBMAENn2pU6%2BUiFiVxx0844CbP1OYjv3xd5iWd0%2B03utems%2FLQTI5HB7Vy%2FkM3HEK%2FE3ey9ugqLVclSVc%7Ctkp%3ABk9SR6T5hLr5Yw
EVGA GeForce GT 730 02G-P3-2738-KR,Pre-Owned · EVGA · NVIDIA GeForce GT 730 · 2 GB,,$9.99,https://www.ebay.com/itm/145805375319?itmmeta=01HZ5T17JCX7CHGPNDS11S19PK&hash=item21f2ad7757:g:dJEAAOSwUGNmWOVh&itmprp=enc%3AAQAJAAAA4MlpPVxykpPG3oCVYsh%2F9kafbEGhI8U8KitUDbYIYAjLCXSlChj%2Bmi01I3ET%2FFEhjqI1apSlxYvyj%2FW24c90XlW2tyIynArkFW1BabvTZpLSRGk0zMeNGtVK7ulU0bV9gbZPpj%2BxEs%2FkYIf2X3y3KWb2Cz1Qz12w0KUj%2BIbCguVq%2Bmh8t8KVw2IpAbGepITjepD6zh78VAMBLmrgtcxZvm7OwDONJNkbOl43o89TL7HY1B%2Fo4ADFQQNdRwE0%2BFrQYAWu5uluIehhXwnqN9uTJR8%2Ft8r%2FJJO04%2FRt95Gm1x2W%7Ctkp%3ABk9SR6T5hLr5Yw
NVIDIA GTX1050Ti 4G D5 Graphic Card  Cooling Dual Fans,Brand New · Geforce,,$87.73,https://www.ebay.com/itm/204797915694?itmmeta=01HZ5T17JCYFSAVP9HFQ3A5K4A&hash=item2faee8322e:g:VuwAAOSwyDZlyRgl&itmprp=enc%3AAQAJAAAAwHY%2Fpw3iuZQYcUx3YRQFzQlZ7unRX%2BO9BmtRzftKNzBUa%2F6edyyAjFSpDqg3nN8aj2curhXntBYvRRYVvJ3xVsddPPKRPtezR5vQtu6xrzOpcQUr9njQ5pPQVSSR%2FCTCWZlqbHswsjT5jFvrsmh1YaLDkHs5sTS6y5I7SrhTwkUMORJZadX5RgHn9OD%2ByPI3qvsPlnJgX7OKs4taySQsEdVvMJH%2B%2FuFco3xE37jaRtdGZMaB%2BOOZDINIDK9GboKsjw%3D%3D%7Ctkp%3ABk9SR6T5hLr5Yw
Apple 2013 Mac Pro A1481 AMD FirePro D700 6GB 820-3532-A Video Graphic Card | B,Pre-Owned · Apple · 6 GB,,$179.55,https://www.ebay.com/itm/114785257018?epid=15034380231&itmmeta=01HZ5T17JCDWYDNT4BZZVF1SBD&hash=item1ab9bc063a:g:JwMAAOSwfuBgib2A&itmprp=enc%3AAQAJAAAA4BL1K8%2BcXNsVl4ZkdiRgTPEufep7aVPCHsNlgSkLM%2BAlEKi5SzWWAMUSZghwdYQjUs9jPyXVxT1ulG2MAwGEULnhxLj1AD%2FaSI6SOivzBoRD8seOW0fQ8joYG6SG51gdZUf8LqknprLxRuF7pslbtRj8kiOmY%2F7HBiQ7gqRuR91rpwaeCtAWnAC1Kz4jsThGmEd2p6KG4gVjaY3G10du%2FPCNbzdVGjrywqZfr0kLSMhRR3kILvs2h7rRs1Iy0t6Fye%2B2EQZI6CK9JrNr6lReK41uY1YjyhTf0BD6yrz5u30w%7Ctkp%3ABk9SR6T5hLr5Yw
AOpen GeForce3 Ti 200 128MB AGP Graphics Card Free shipping !!,Pre-Owned · AOPEN · NVIDIA GeForce3 TI 200 · 128 MB,,$199.99,https://www.ebay.com/itm/204807079403?itmmeta=01HZ5T17JCRZ382Z01X5B1G8GS&hash=item2faf7405eb:g:AVkAAOSw3yhmVXVQ&itmprp=enc%3AAQAJAAAA4APDUs5HLffbNqIZfF38LJmkDH1KB2Gape2%2FbygUkxyPQVZKW69%2FpKFss3IlWUfznV3AaJEnC8VaIg1X3RfrT0FH2m6dk9nk1FJKmg6CU%2FTQhLOBx66Orf7VFD4IMvtjstOcAYaVR2zyoKv4xXRhc6Cw%2BYkjmHYpcKxYwvrozE%2FPDCEQKIKm1cruwJZNMogk0Ku%2FQ2YqJH87DgcvVvf71ddwJt%2FtQ4kVjGbbfK8SmAWn7lkzuVXu%2FZUX3Fc1UL3CxoIlYWD%2B3dlf6nlxBjuHJN9KYn20SWjL2jHdYcNDbkYG%7Ctkp%3ABk9SR6b5hLr5Yw
GIGABYTE GeForce RTX 3060 GAMING OC 12GB GDDR6 Graphics Video Card Graphics Card,Pre-Owned,,$247.64,https://www.ebay.com/itm/276479867578?epid=14043936567&itmmeta=01HZ5T17JCQ3X7ETM760V0X8T2&hash=item405f7bfaba:g:hdMAAOSw6YtmUKct&itmprp=enc%3AAQAJAAAAwMjpt%2BI6CZ1q4J1PYNDCdpYrM06VC9mUPEpUdbNxP%2BMkxZRe%2FpWc5hS0yBtQLz7Krdk9rWSqX5b1hN%2FSFVHp2ltoSkx%2Bpo3AsxxLE6r1jFk9fXFSpENZM3u1tR92piCrLvEgvfiuflKSAyFF7vWyMHVTefzBvbks43qeDF7JtLKKZxveLX7ceISAMiK%2BlTz5ZoCtGeR6CMf4lKm%2BVcWKbZdYg5vhl%2BGbrPZi021YzGNIlF9i26FiABVGJut0j7fRIg%3D%3D%7Ctkp%3ABk9SR6b5hLr5Yw
OCuLink External Graphics Card Exp,Brand New,,$97.78 to $135.78,https://www.ebay.com/itm/395435521540?itmmeta=01HZ5T17JCRY1479R4J3EFBTSC&hash=item5c11cb3604:g:ZbEAAOSwtU1mVwq2&itmprp=enc%3AAQAJAAAA4GYqbqonLOMOVbEO7bRw5oAs5GSALcnZdE9ZLGoKJkF69CrLtPySmwUvECFfeFx%2B0iOce%2Feyj2pVc1rdUNqecAODYCDGjRTjvClTAs2XCEuDjmHVurvt%2BoCJwOEGqz89Y8j%2Bui88ho1Fqk3ugCbKl5DDu9LXKP7AHN6L%2BWOoiP6A1RBF1VhBn3lPeuPwZrGxcQYSpyDEucyrwUnBz7I5fYyZZ1rk7%2FM%2FT435125XBFJAkbYk9I0KkKikR8jPzn%2FMmkSxLzf1e0zLtJylVOgeIHoFCXRuOfLMiC3aJJROmTuG%7Ctkp%3ABFBMpvmEuvlj
MATROX Parhelia 256MB PCI-X PCI Video Graphics Card MGI PH-P256PDIF,Pre-Owned · Matrox · Matrox Parhelia APVe,,$168.83,https://www.ebay.com/itm/386115744243?itmmeta=01HZ5T17JCXV5W6A0XWSFXZ7GX&hash=item59e64ab1f3:g:0RYAAOSwGA1ihhUS&itmprp=enc%3AAQAJAAAA4PuW0PwEpCsCkBZaWEuW%2FJ18AmmVXLRpUOYdRKKWmGbcnl7ZuAuCHx7a6ZHCiA%2BYid2Q6cF8DnZVaO65%2FhnCM0AIILMtEbiu7hiM2YMY14RuhHJxcX0AuE3xsp8h7Wk6Jh3Elp5rvpQx0LPFxH0%2Fa3Tbl3U2mkps6hYmfcXvcvraiMFMniAEZ8oTGUVSHV4VCRPNpOGGiXs9puz6kXQdIu%2BzBCG6D4lDHJKVitYCv2JmBUU44fdyoqSCTBqfJrT9TsLlUHTFT5%2FKHc4K%2FN%2BAYQfNuVxlJieErWBHwXjad5DF%7Ctkp%3ABFBMpvmEuvlj
09YFTY LS-G889P FOR DELL Alienware 51M GTX1660TI N18E-G0-A1 Video Graphics Card,Pre-Owned · Unbranded · 6 GB,,$200.00,https://www.ebay.com/itm/315278356801?itmmeta=01HZ5T1BV49WCWH3J28V9SSPYD&hash=item49680df141:g:U6IAAOSwtOVmEt9E&itmprp=enc%3AAQAJAAAA4HYLz4VefGPf9qoIYAFLmFuTHVJ9DNvvYj0L%2F%2B6qXnkw5dAZFUhlEC64I%2BNjTpj4xQaMits9B1HDCifbkUCsz%2Fh8ZWmrdEN02njYelSOsgvzMA%2FAVoWbZYG96fq0iDFZ8JBLkZnze4XQ0btXzznY9ldUqXbdn7WefXrKlDa%2F4sjkU4x840jSr8jUlTP%2BhRTSerkDgMXmwDPvcod9jWzHDkbCfcNAAVq7RoryEHwuLVaRY3m%2ByGM3NGCNZjD8EX9jsAH31FoNhg0bd1wopyUp%2BfaX%2FP8O48Gjgx9HCYMbgmtf%7Ctkp%3ABFBM0r2Fuvlj
EVGA GeForce GTX 660 3GB Superclocked+ GDDR5 PCI Graphics Card 03G-P4-2666-KR,Pre-Owned · EVGA · NVIDIA GeForce GTX 660 · 3 GB,5.0 out of 5 stars.,$54.00,https://www.ebay.com/itm/335294723172?epid=1303912923&itmmeta=01HZ5T1BV4JG2S2240H4MW00MA&hash=item4e111f7464:g:XekAAOSwIkVl676l&itmprp=enc%3AAQAJAAAA4NWZHJy8H67kRb4594%2FSt%2BC90G2t22GZphG8hqEGD6SWcZCHQCDDSEK4eHL8QX3nbXmg3KE2g8UAsmRW9Vt0hcb042HXUxgezPAP5wuxpqGcs62x9F4Hiw0rS9kvVHMiUpzXk034%2BPLZu6uNIRTHGnjAkAdy7gcavXAPVp1c%2BhYkfG%2FPVkcrIWrgjN0geNGdHBYjFzBR2m691BfNT5JURQzTBr%2Bj44PaVbsbQ0ckotmv5g4USEtRdLjcKWgCtac0akOZ5frOnxGCpki4vrV9F5if2qb7MIzpBpHRdLsAEUqI%7Ctkp%3ABFBM0r2Fuvlj
LOT OF 5 MSI NVIDIA P104-100 MINER 4GB GDDR5 Graphics video card /W,Parts Only · MSI · 4 GB,,$155.99,https://www.ebay.com/itm/166749283716?itmmeta=01HZ5T1BV4CBTP8RE613NHWE0P&hash=item26d3082584:g:aWYAAOSwIz9mOSw8&itmprp=enc%3AAQAJAAAA4Ntcvu6uaxfcYwaPXwOsjA75QcGa%2Fg81ZqS9%2BfLXiXfOCcsvNAYys2WaUMPzyFoZHw%2FUj1g7%2FL6RARrgAJLUTDgam1Z0fi3brFeZEEeXFduCaOYS7OixB5yC71JKkmQvnkqHPQ7V0KgcUykChI1Y35RDykfERK9fN2m6qyPj8AeKfealbeATjAXK4REkZZV4duQqVJ8HK3Kc0JP75GNgF4BDg1fUCZ54khh%2FzqZiB3d%2By%2BUbEyO133Le%2BOYF2wH0dCuafcGWMiSnpovIglH%2BjmVwrWSGrVFQIIg%2FYsl4RJpx%7Ctkp%3ABFBM0r2Fuvlj
N630-1GD3/LP MSI NVIDIA GEFORCE GT 630 1GB DDR3 HIGH PROFILE PCI  ZZ5-3(16),Pre-Owned · MSI · NVIDIA GeForce GT 630 · 1 GB,,$87.99,https://www.ebay.com/itm/166589598150?itmmeta=01HZ5T1BV4JV6Q0SKRGDNEW3FM&hash=item26c98389c6:g:8KYAAOSwmXFlxSp-&itmprp=enc%3AAQAJAAAA4NnIQ4WK4vBBpW3m6nGApU46M7eFMR%2BWvI1%2Fx8Nt8naQ8Y7dNlCUpCkHg2lUIaKVl9DIxIKeCOmSYMGNa%2Fj0MYDwTb3VY%2BfREIo2jFrUMP%2FRL2EUe0rL59GmkUf7yQZlhTZW4Lckjih5yI6DoDoqY1HF9%2Fw5wGvmJt5RQUKVgX2ClmMxNHMgHBKD0TrpsGFc%2FC1VArf3Wk4phH2lOC90WsshXOXtTK66Hku0cr3WMBaGFxibmLNDz6BGItHC11ziLRtvS5%2FD9tLmd4Z6mI9MEJkT6QbhQygRXRtb1kFGvW72%7Ctkp%3ABFBM0r2Fuvlj
"ASUS TUF Gaming NVIDIA GeForce RTX 3080 Graphics Card (PCIe 4.0, 10GB GDDR6X",Brand New · ASUS · NVIDIA GeForce RTX 3080 · 10 GB,,$529.00,https://www.ebay.com/itm/255209984337?itmmeta=01HZ5T1BV438R7X2KEMYX6H5AG&hash=item3b6bb35151:g:m50AAOSw~XRldN4b&itmprp=enc%3AAQAJAAAA4EXY0E2c6uiozL4tCnWjyoMMSrLJOmAGYTvjrtnVzX4HSqs%2FJ5kj5ads9uo2d3REN6qcex9sr9xlt7K7oyfJrIZqmFZzqdYvIk0GwX5P5x4AgO3ifyg3cx2%2F6RaroPEGtJV3p5utquYi%2FqeQOC2cU6rJa3pzntty1astLa%2FahOpcxlB5MNSUqJXVb%2BCNvvtLwQAbuzJ37qO28luxywwcts74H4B51wTCtqFFlhtBkhq79svt0R%2FqSAcpZp1iiNUwljLUUSI0MJm7UDLemrpazhdjzw7ofyypnbtId5EDd7A4%7Ctkp%3ABk9SR9S9hbr5Yw
Dell Nvidia GeForce GTX 1080 8GB  Video Card Tested Working,Pre-Owned · Dell · NVIDIA GeForce GTX 1070 · 8 GB,4.0 out of 5 stars.,$115.00,https://www.ebay.com/itm/145801758650?epid=14021008892&itmmeta=01HZ5T1BV44ZSHHRGFR0EM8TRM&hash=item21f27647ba:g:1fQAAOSwnhNmVhY8&itmprp=enc%3AAQAJAAAA4OgcsrzeWlR1UCsMHGaiuPgx9B8rDcb5Iod%2FwVufY9Tyy4PrMYx4gi3tUZcMyK%2F9S2qUt9NetaORVu9d7Fq5k8OyqIXZufhA9SBsHlIXO3Z1dmiHmQMLTcxDMbS70QKKjEZz3hoUXgUk1miiQbtevlDbx91IdmxY2xNsuUuHPyiSQWZxVHG748%2F61m%2ByRLAaX8vnGBuwJkz5MVpPHMurQAnom8jowIIcrG6Fy%2Fes0Z3Qa0JmFB52%2FknVKGBOMV0AVAgcoFm9tpbuZ%2FWDyHPhjyRqUzehtDXA5fBLYiExSoZo%7Ctkp%3ABFBM1L2Fuvlj
NVIDIA Quadro P4000 8GB GDDR5 Professional Graphics Card,Pre-Owned · NVIDIA · NVIDIA Quadro 4000 · 8 GB,,$240.00,https://www.ebay.com/itm/285835544200?itmmeta=01HZ5T1BV4NR9QEWN47GZ3BXYN&hash=item428d204688:g:sbYAAOSwFJNmLwVl&itmprp=enc%3AAQAJAAAA4Io9UKDKgLTH%2FnUCDAZ3FoIAGF8gEsB5y3zlPexn4DwiPxAC9TAWKCl0cKA0MqCBm5Y2Bj7YqlQgViWcQQ3D2kEFO4A6IJ1b3IkzeWHU1WUeefzaUjnbNRa%2BePnXgqGupa5qJ5u5URLApHlyPN7ZV2IO0hm8EBoPiQC2NM9IjeQnKiZk63QQXiG%2FR4LYL1cxMDqyv1zOsVWoz1tYevSuK8Ihdhi9HQ%2BaRPxjaMLd4A5tlR4jvaJW71tGNB6pyh1soON9jryR0T7uaLymsaKVvmmHA7PclQI1eUvtW%2F7eHHNT%7Ctkp%3ABk9SR9S9hbr5Yw
EVGA GeForce RTX 2060 XC 12GB GDDR6X Graphics Card 12G-P4-2263-KR Dual Fans,Pre-Owned · NVIDIA · 12 GB,,$219.00,https://www.ebay.com/itm/186361499894?epid=15042547772&itmmeta=01HZ5T1BV46DSHCMVHJY8CT0B7&hash=item2b6402d0f6:g:AWIAAOSw7ulmARvs&itmprp=enc%3AAQAJAAAAwBjDfkqLhLTZWLcdqGAr7Nwx0wcAFc9QX787yDfJSiP9TpRGIY71qBYvwP1j08TeiL21tJmibCp4noJE%2BHaKbVVSlHFmJHQJ8MmXjgNq5A9tCWj15hKavmPu1K3pysSoFG6W0ZNQmbYxyYXGbQbD6htUGEHTowkQ1XVzm8Ik6sPe2UDZZJy7%2FNWnbrL6bQXoxxcQI%2FH%2FnP5TqiN0Sow0URhR5%2Fr4iBk6zYfnbvWpUPkyT75pA3THbFkCDrkAlr6XrA%3D%3D%7Ctkp%3ABk9SR9S9hbr5Yw
AMD FirePro W7100 8GB GDDR5 PCIe x16 Video Graphics Card Dell P/N: 0KVMR4,Pre-Owned · Dell · AMD FirePro W7100 · 8 GB,,$74.99,https://www.ebay.com/itm/375185499535?epid=26036468470&itmmeta=01HZ5T1BV4885ND3APHRJ3Z8TM&hash=item575acc658f:g:P3YAAOSw0zRloZlE&itmprp=enc%3AAQAJAAAAwOKSuDLR0Y8f49fWVY15sQmWA0e2dvzbOozcylI31lzWDJsAtNqx6FGvMGHlAQkoCO3Y1UcIRP69BM9Ax5CamVh8r667QHFt1ptit1UdjtThR8C%2FJs79KoCJ0MfOyfwWGKI9OqWwnWzzo68nj1w%2F9KrSsDSRnfN3zDNkNauqi8Oiw2hqRlAbWov8V4y6r4bBEq1wN34%2FzGSPQBRdCS5ugtoA3dlRWexl8KQA6ZZnAoe5MeDrHXdN7UuixmsB%2BSvUhQ%3D%3D%7Ctkp%3ABk9SR9S9hbr5Yw
AMD RADEON RX 6700 XT 12GB GDDR6 PCI-E 4.0 X16 GRAPHICS CARD,Pre-Owned · AMD · 12 GB,,$269.00,https://www.ebay.com/itm/176167074350?itmmeta=01HZ5T1BV4ZPD14555Z84VWAAN&hash=item2904603a2e:g:3g4AAOSwILVlnP7A&itmprp=enc%3AAQAJAAAAwB6Y3534eLcuVs6qypLX9MtGXF9bgxCiBLn3NpedhQZOU5UCgW41ZU8wUxaUixJ5R4Q2kXPWnFe83nriPfNxd3kuWSQcWgPlf4D8zzdWtj3PPOvCn9wKnaOQsQeCGXc539P%2FqtYbrrvUZ%2Fx271wnqksaeL86R4l0yhNbnbVRml%2BjXgonsTJ9M1L2F09hdb%2Fojc3avjJqIf8yDJzfXPpTURBoBfJ4e31nGg%2BymnOn88zUT3UxALORYlS0PuTKal%2FM7A%3D%3D%7Ctkp%3ABk9SR9S9hbr5Yw
Cirrus Logic GD5428 VLB Graphics Card for Vintage ISA PC - Fully Tested Working!,Pre-Owned · Cirrus Logic,,$85.43,https://www.ebay.com/itm/275602235171?itmmeta=01HZ5T1BV4EXVQ3Z1MPXMN9Z86&hash=item402b2c5f23:g:4fEAAOSwv0djY3Vn&itmprp=enc%3AAQAJAAAA4JWVXZugralVaE9%2FVGYH2XW8BNg818RWSEY%2BxNAaW4G%2BxwZz8T%2FgKkyg69oCdPL5lfaelWugZVWnVua5LxQNebvsmNlMamLnoHiRBD4IUru9UB2C53XLbAIqiBe8n2SrJ6kOVhI6JX82Z6OD1wATdmzk6TsExbmEIsus6L2GfqPxM5GgTCzKQbV2B5u5guR%2BOFOwldKYCmIm%2BBlXRAzNQsy8RdkHUKjzEXP7ru%2BhjbtxhNnCC1lrLP0betu%2B2x1zXxxPyyoK9Fvqgos0J%2FQCt6sECzc0xbOinhDi8ZM7Sf7Y%7Ctkp%3ABk9SR9S9hbr5Yw
